time;SM_generator_cePu;SM_generator_PePu;SM_generator_cmPu;SM_generator_PmPu;SM_generator_ufPu;SM_generator_efdPu;SM_generator_omegaPu;SM_generator_theta;SM_generator_PGenPu;SM_generator_QGenPu;SM_generator_PGen;SM_generator_QGen;SM_generator_UPu;SM_generator_IStatorPu;SM_generator_IRotorPu;SM_generator_UStatorPu;SM_generator_QStatorPu;SM_generator_thetaInternal;
1.56945;0.798010;0.792082;0.947178;0.940142;0.000819;1.871251;0.992572;1.085225;17.532490;9.794771;1753.249018;979.477060;1.027475;19.545945;2.338859;1.027475;9.794771;0.667902;
1.57542;0.782680;0.776970;0.946379;0.939475;0.000806;1.843013;0.992705;1.071419;17.198907;9.719469;1719.890681;971.946942;1.028887;19.200623;2.315789;1.028887;9.719469;0.663110;
1.58139;0.767590;0.762102;0.945507;0.938747;0.000795;1.816543;0.992851;1.057875;16.870583;9.645907;1687.058255;964.590675;1.030210;18.863605;2.293241;1.030210;9.645907;0.658353;
1.58736;0.752775;0.747511;0.944563;0.937959;0.000784;1.791826;0.993008;1.044616;16.548320;9.574166;1654.831992;957.416612;1.031446;18.535486;2.271243;1.031446;9.574166;0.653640;
1.59333;0.738270;0.733233;0.943550;0.937112;0.000774;1.768837;0.993178;1.031663;16.232917;9.504318;1623.291711;950.431847;1.032595;18.216834;2.249830;1.032595;9.504318;0.648979;
1.59931;0.724111;0.719301;0.942469;0.936209;0.000764;1.747547;0.993358;1.019038;15.925141;9.436432;1592.514139;943.643150;1.033660;17.908182;2.229031;1.033660;9.436432;0.644380;
1.60528;0.710332;0.705750;0.941323;0.935251;0.000756;1.727920;0.993550;1.006762;15.625732;9.370568;1562.573209;937.056767;1.034641;17.610025;2.208874;1.034641;9.370568;0.639851;
1.61125;0.696966;0.692611;0.940114;0.934240;0.000748;1.709917;0.993752;0.994855;15.335397;9.306784;1533.539744;930.678359;1.035542;17.322827;2.189386;1.035542;9.306784;0.635402;
1.61722;0.684044;0.679915;0.938846;0.933179;0.000741;1.693491;0.993964;0.983337;15.054812;9.245131;1505.481156;924.513082;1.036363;17.047013;2.170588;1.036363;9.245131;0.631042;
1.62319;0.671594;0.667690;0.937519;0.932069;0.000734;1.678595;0.994186;0.972226;14.784612;9.185656;1478.461228;918.565613;1.037108;16.782973;2.152501;1.037108;9.185656;0.626780;
1.62917;0.659645;0.655962;0.936139;0.930913;0.000728;1.665177;0.994418;0.961540;14.525399;9.128402;1452.539894;912.840195;1.037779;16.531059;2.135144;1.037779;9.128402;0.622625;
1.63514;0.648222;0.644759;0.934706;0.929712;0.000723;1.653182;0.994658;0.951296;14.277731;9.073407;1427.773068;907.340669;1.038378;16.291587;2.118534;1.038378;9.073407;0.618585;
1.64111;0.637348;0.634101;0.933225;0.928471;0.000718;1.642555;0.994906;0.941509;14.042125;9.020705;1404.212508;902.070523;1.038910;16.064834;2.102683;1.038910;9.020705;0.614669;
1.64708;0.627046;0.624012;0.931698;0.927191;0.000714;1.633238;0.995162;0.932196;13.819057;8.970329;1381.905711;897.032920;1.039375;15.851044;2.087605;1.039375;8.970329;0.610885;
1.65305;0.617334;0.614509;0.930130;0.925875;0.000711;1.625174;0.995425;0.923369;13.608958;8.922307;1360.895837;892.230738;1.039779;15.650426;2.073309;1.039779;8.922307;0.607242;
1.65903;0.608230;0.605612;0.928522;0.924525;0.000708;1.618303;0.995695;0.915043;13.412217;8.876666;1341.221670;887.666604;1.040122;15.463154;2.059803;1.040122;8.876666;0.603747;
1.665;0.599751;0.597334;0.926879;0.923145;0.000705;1.612568;0.995971;0.907228;13.229176;8.833429;1322.917596;883.342922;1.040409;15.289373;2.047094;1.040409;8.833429;0.600407;
1.67097;0.591908;0.589690;0.925204;0.921737;0.000703;1.607913;0.996253;0.899936;13.060136;8.792619;1306.013621;879.261906;1.040642;15.129194;2.035186;1.040642;8.792619;0.597231;
1.67694;0.584715;0.582691;0.923500;0.920304;0.000702;1.604281;0.996539;0.893177;12.905354;8.754256;1290.535396;875.425603;1.040823;14.982703;2.024083;1.040823;8.754256;0.594225;
1.68291;0.578180;0.576347;0.921771;0.918849;0.000701;1.601619;0.996830;0.886959;12.765043;8.718359;1276.504275;871.835916;1.040956;14.849957;2.013786;1.040956;8.718359;0.591395;
1.68889;0.572310;0.570664;0.920021;0.917376;0.000700;1.599876;0.997125;0.881291;12.639374;8.684946;1263.937388;868.494621;1.041044;14.730989;2.004296;1.041044;8.684946;0.588748;
1.69486;0.567112;0.565650;0.918252;0.915886;0.000699;1.599002;0.997423;0.876178;12.528477;8.654034;1252.847724;865.403388;1.041087;14.625809;1.995613;1.041087;8.654034;0.586289;
1.70083;0.562589;0.561308;0.916469;0.914383;0.000699;1.598952;0.997723;0.871626;12.432442;8.625638;1243.244233;862.563785;1.041090;14.534408;1.987735;1.041090;8.625638;0.584024;
1.7068;0.558743;0.557640;0.914675;0.912870;0.000700;1.599682;0.998026;0.867640;12.351319;8.599773;1235.131939;859.977296;1.041053;14.456755;1.980660;1.041053;8.599773;0.581957;
1.71277;0.555574;0.554646;0.912874;0.911349;0.000700;1.601153;0.998330;0.864223;12.285121;8.576453;1228.512056;857.645320;1.040980;14.392802;1.974383;1.040980;8.576453;0.580093;
1.71875;0.553082;0.552327;0.911068;0.909824;0.000701;1.603327;0.998635;0.861377;12.233821;8.555692;1223.382119;855.569175;1.040871;14.342485;1.968902;1.040871;8.555692;0.578436;
1.72472;0.551262;0.550678;0.909262;0.908298;0.000703;1.606172;0.998940;0.859103;12.197361;8.537501;1219.736110;853.750099;1.040729;14.305725;1.964211;1.040729;8.537501;0.576988;
1.73069;0.550110;0.549695;0.907458;0.906773;0.000704;1.609659;0.999245;0.857401;12.175646;8.521892;1217.564601;852.189241;1.040554;14.282428;1.960306;1.040554;8.521892;0.575754;
1.73666;0.549621;0.549373;0.905660;0.905252;0.000706;1.613762;0.999550;0.856270;12.168549;8.508877;1216.854882;850.887662;1.040349;14.272487;1.957181;1.040349;8.508877;0.574735;
1.74263;0.549787;0.549705;0.903872;0.903738;0.000708;1.618459;0.999852;0.855709;12.175911;8.498463;1217.591105;849.846316;1.040114;14.275783;1.954829;1.040114;8.498463;0.573934;
1.74861;0.550598;0.550682;0.902096;0.902234;0.000710;1.623731;1.000153;0.855713;12.197544;8.490660;1219.754421;849.066048;1.039851;14.292182;1.953246;1.039851;8.490660;0.573350;
1.75458;0.552045;0.552295;0.900336;0.900742;0.000713;1.629563;1.000452;0.856280;12.233231;8.485476;1223.323114;848.547568;1.039559;14.321541;1.952425;1.039559;8.485476;0.572986;
1.76055;0.554118;0.554531;0.898594;0.899265;0.000716;1.635943;1.000747;0.857403;12.282727;8.482914;1228.272740;848.291447;1.039240;14.363700;1.952357;1.039240;8.482914;0.572841;
1.76652;0.556802;0.557380;0.896874;0.897806;0.000719;1.642864;1.001039;0.859077;12.345763;8.482981;1234.576262;848.298089;1.038894;14.418491;1.953038;1.038894;8.482981;0.572916;
1.77249;0.560085;0.560828;0.895179;0.896367;0.000722;1.650318;1.001327;0.861294;12.422042;8.485677;1242.204178;848.567715;1.038521;14.485730;1.954459;1.038521;8.485677;0.573208;
1.77847;0.563952;0.564860;0.893511;0.894950;0.000725;1.658305;1.001610;0.864047;12.511247;8.491003;1251.124653;849.100344;1.038122;14.565220;1.956612;1.038122;8.491003;0.573718;
1.78444;0.568388;0.569461;0.891873;0.893557;0.000729;1.666823;1.001889;0.867327;12.613036;8.498958;1261.303649;849.895764;1.037696;14.656751;1.959491;1.037696;8.498958;0.574442;
1.79041;0.573376;0.574615;0.890268;0.892192;0.000733;1.675876;1.002162;0.871124;12.727050;8.509535;1272.705049;850.953518;1.037244;14.760100;1.963088;1.037244;8.509535;0.575379;
1.79638;0.578899;0.580305;0.888697;0.890856;0.000737;1.685468;1.002429;0.875428;12.852908;8.522729;1285.290779;852.272871;1.036764;14.875026;1.967393;1.036764;8.522729;0.576526;
1.80235;0.584939;0.586513;0.887165;0.889551;0.000742;1.695605;1.002690;0.880227;12.990209;8.538528;1299.020935;853.852795;1.036257;15.001277;1.972399;1.036257;8.538528;0.577879;
1.80833;0.591478;0.593219;0.885672;0.888280;0.000746;1.706297;1.002944;0.885509;13.138539;8.556919;1313.853902;855.691938;1.035722;15.138585;1.978097;1.035722;8.556919;0.579435;
1.8143;0.598495;0.600406;0.884221;0.887043;0.000751;1.717553;1.003191;0.891261;13.297465;8.577886;1329.746473;857.788604;1.035160;15.286664;1.984477;1.035160;8.577886;0.581188;
1.82027;0.605972;0.608051;0.882815;0.885844;0.000756;1.729383;1.003431;0.897471;13.466540;8.601407;1346.653971;860.140731;1.034568;15.445216;1.991530;1.034568;8.601407;0.583135;
1.82624;0.613887;0.616136;0.881454;0.884683;0.000762;1.741800;1.003663;0.904122;13.645304;8.627459;1364.530365;862.745867;1.033947;15.613926;1.999245;1.033947;8.627459;0.585270;
1.83221;0.622218;0.624637;0.880141;0.883563;0.000768;1.754816;1.003888;0.911202;13.833284;8.656012;1383.328393;865.601151;1.033297;15.792465;2.007611;1.033297;8.656012;0.587588;
1.83819;0.630946;0.633535;0.878878;0.882484;0.000774;1.768443;1.004103;0.918694;14.029997;8.687033;1402.999679;868.703292;1.032615;15.980489;2.016618;1.032615;8.687033;0.590081;
1.84416;0.640047;0.642806;0.877666;0.881449;0.000780;1.782695;1.004310;0.926583;14.234949;8.720486;1423.494851;872.048552;1.031903;16.177638;2.026253;1.031903;8.720486;0.592745;
1.85013;0.649499;0.652427;0.876507;0.880458;0.000786;1.797583;1.004508;0.934851;14.447637;8.756327;1444.763666;875.632732;1.031158;16.383541;2.036502;1.031158;8.756327;0.595573;
1.8561;0.659279;0.662376;0.875401;0.879513;0.000793;1.813120;1.004697;0.943483;14.667551;8.794512;1466.755128;879.451159;1.030381;16.597811;2.047354;1.030381;8.794512;0.598556;
1.86207;0.669365;0.672630;0.874351;0.878615;0.000800;1.829317;1.004877;0.952460;14.894176;8.834987;1489.417609;883.498670;1.029572;16.820050;2.058792;1.029572;8.834987;0.601689;
1.86805;0.679734;0.683165;0.873358;0.877766;0.000808;1.846184;1.005047;0.961765;15.126990;8.877696;1512.698978;887.769613;1.028728;17.049849;2.070803;1.028728;8.877696;0.604963;
1.87402;0.690361;0.693956;0.872422;0.876965;0.000815;1.863729;1.005207;0.971380;15.365467;8.922578;1536.546717;892.257831;1.027851;17.286786;2.083369;1.027851;8.922578;0.608371;
1.87999;0.701225;0.704982;0.871544;0.876213;0.000823;1.881961;1.005357;0.981285;15.609081;8.969567;1560.908051;896.956669;1.026939;17.530431;2.096473;1.026939;8.969567;0.611904;
1.88596;0.712300;0.716217;0.870725;0.875512;0.000831;1.900884;1.005498;0.991464;15.857301;9.018590;1585.730076;901.858968;1.025993;17.780343;2.110098;1.025993;9.018590;0.615555;
1.89193;0.723565;0.727637;0.869966;0.874862;0.000840;1.920503;1.005628;1.001895;16.109599;9.069571;1610.959880;906.957074;1.025012;18.036076;2.124224;1.025012;9.069571;0.619314;
1.8979;0.734995;0.739220;0.869268;0.874264;0.000849;1.940820;1.005747;1.012561;16.365447;9.122428;1636.544671;912.242841;1.023996;18.297175;2.138832;1.023996;9.122428;0.623174;
1.90388;0.746568;0.750941;0.868630;0.873717;0.000858;1.961833;1.005857;1.023441;16.624319;9.177076;1662.431907;917.707644;1.022946;18.563180;2.153900;1.022946;9.177076;0.627126;
1.90985;0.758260;0.762776;0.868053;0.873223;0.000868;1.983539;1.005956;1.034517;16.885694;9.233424;1688.569419;923.342391;1.021860;18.833625;2.169406;1.021860;9.233424;0.631161;
1.91582;0.770048;0.774703;0.867537;0.872781;0.000877;2.005932;1.006044;1.045769;17.149055;9.291375;1714.905540;929.137540;1.020741;19.108042;2.185328;1.020741;9.291375;0.635270;
1.92179;0.781910;0.786697;0.867083;0.872391;0.000888;2.029005;1.006122;1.057176;17.413892;9.350831;1741.389222;935.083122;1.019587;19.385959;2.201641;1.019587;9.350831;0.639445;
1.92776;0.793824;0.798737;0.866690;0.872054;0.000898;2.052744;1.006189;1.068720;17.679702;9.411688;1767.970167;941.168759;1.018400;19.666905;2.218320;1.018400;9.411688;0.643676;
1.93374;0.805768;0.810801;0.866358;0.871769;0.000909;2.077137;1.006246;1.080381;17.945989;9.473837;1794.598942;947.383694;1.017180;19.950404;2.235340;1.017180;9.473837;0.647956;
1.93971;0.817719;0.822865;0.866087;0.871537;0.000920;2.102165;1.006293;1.092138;18.212271;9.537168;1821.227095;953.716817;1.015929;20.235986;2.252675;1.015929;9.537168;0.652275;
1.94568;0.829659;0.834910;0.865876;0.871356;0.000931;2.127808;1.006329;1.103973;18.478073;9.601567;1847.807270;960.156697;1.014647;20.523177;2.270295;1.014647;9.601567;0.656625;
1.95165;0.841565;0.846913;0.865726;0.871227;0.000942;2.154042;1.006355;1.115867;18.742933;9.666916;1874.293315;966.691613;1.013335;20.811509;2.288175;1.013335;9.666916;0.660997;
1.95762;0.853418;0.858854;0.865636;0.871150;0.000954;2.180840;1.006370;1.127798;19.006404;9.733096;1900.640385;973.309595;1.011995;21.100516;2.306284;1.011995;9.733096;0.665383;
1.9636;0.865199;0.870715;0.865604;0.871123;0.000966;2.208171;1.006376;1.139750;19.268050;9.799985;1926.805039;979.998452;1.010629;21.389737;2.324594;1.010629;9.799985;0.669775;
1.96957;0.876889;0.882475;0.865631;0.871146;0.000978;2.236002;1.006371;1.151702;19.527453;9.867458;1952.745335;986.745818;1.009237;21.678716;2.343075;1.009237;9.867458;0.674165;
1.97554;0.888470;0.894117;0.865715;0.871218;0.000990;2.264296;1.006356;1.163637;19.784209;9.935392;1978.420907;993.539185;1.007823;21.967001;2.361695;1.007823;9.935392;0.678544;
1.98151;0.899925;0.905624;0.865856;0.871339;0.001003;2.293015;1.006332;1.175535;20.037930;10.003659;2003.793046;1000.365948;1.006387;22.254150;2.380425;1.006387;10.003659;0.682906;
1.98748;0.911237;0.916977;0.866053;0.871508;0.001016;2.322114;1.006298;1.187379;20.288248;10.072134;2028.824770;1007.213440;1.004932;22.539725;2.399233;1.004932;10.072134;0.687243;
1.99346;0.922391;0.928161;0.866305;0.871724;0.001029;2.351548;1.006255;1.199151;20.534809;10.140690;2053.480878;1014.068976;1.003460;22.823299;2.418088;1.003460;10.140690;0.691547;
1.99943;0.933372;0.939162;0.866610;0.871985;0.001042;2.381268;1.006203;1.210834;20.777280;10.209199;2077.728002;1020.919889;1.001974;23.104452;2.436959;1.001974;10.209199;0.695811;
2.0054;0.944165;0.949964;0.866968;0.872292;0.001055;2.411224;1.006142;1.222410;21.015346;10.277536;2101.534650;1027.753572;1.000476;23.382773;2.455815;1.000476;10.277536;0.700030;
2.01137;0.954758;0.960555;0.867377;0.872643;0.001068;2.441361;1.006071;1.233862;21.248712;10.345575;2124.871230;1034.557518;0.998969;23.657862;2.474623;0.998969;10.345575;0.704196;
2.01734;0.965137;0.970921;0.867836;0.873037;0.001081;2.471623;1.005993;1.245175;21.477101;10.413193;2147.710077;1041.319349;0.997456;23.929329;2.493353;0.997456;10.413193;0.708303;
2.02332;0.975291;0.981051;0.868344;0.873472;0.001094;2.501952;1.005906;1.256333;21.700255;10.480269;2170.025457;1048.026860;0.995940;24.196795;2.511974;0.995940;10.480269;0.712346;
2.02929;0.985210;0.990934;0.868899;0.873948;0.001108;2.532287;1.005810;1.267320;21.917936;10.546680;2191.793570;1054.668048;0.994423;24.459892;2.530456;0.994423;10.546680;0.716318;
2.03526;0.994882;1.000561;0.869500;0.874463;0.001121;2.562566;1.005707;1.278121;22.129925;10.612311;2212.992537;1061.231145;0.992909;24.718263;2.548767;0.992909;10.612311;0.720215;
2.04123;1.004300;1.009921;0.870146;0.875016;0.001134;2.592725;1.005597;1.288721;22.336024;10.677046;2233.602376;1067.704646;0.991401;24.971565;2.566878;0.991401;10.677046;0.724031;
2.0472;1.013454;1.019007;0.870835;0.875606;0.001147;2.622698;1.005479;1.299108;22.536050;10.740773;2253.604977;1074.077339;0.989902;25.219463;2.584759;0.989902;10.740773;0.727763;
2.05318;1.022337;1.027811;0.871566;0.876232;0.001160;2.652420;1.005354;1.309266;22.729841;10.803383;2272.984055;1080.338327;0.988416;25.461639;2.602382;0.988416;10.803383;0.731404;
2.05915;1.030942;1.036326;0.872336;0.876891;0.001173;2.681823;1.005222;1.319183;22.917251;10.864771;2291.725103;1086.477053;0.986946;25.697786;2.619719;0.986946;10.864771;0.734952;
2.06512;1.039264;1.044547;0.873145;0.877584;0.001186;2.710839;1.005083;1.328847;23.098153;10.924833;2309.815331;1092.483317;0.985495;25.927607;2.636742;0.985495;10.924833;0.738403;
2.07109;1.047296;1.052468;0.873991;0.878307;0.001198;2.739400;1.004939;1.338246;23.272436;10.983473;2327.243601;1098.347297;0.984067;26.150822;2.653425;0.984067;10.983473;0.741752;
2.07706;1.055034;1.060085;0.874872;0.879061;0.001211;2.767438;1.004788;1.347367;23.440004;11.040596;2344.000351;1104.059560;0.982665;26.367162;2.669741;0.982665;11.040596;0.744997;
2.08304;1.062474;1.067395;0.875786;0.879843;0.001223;2.794886;1.004632;1.356201;23.600775;11.096111;2360.077514;1109.611078;0.981293;26.576369;2.685665;0.981293;11.096111;0.748135;
2.08901;1.069612;1.074393;0.876733;0.880652;0.001234;2.821674;1.004470;1.364736;23.754684;11.149932;2375.468433;1114.993234;0.979954;26.778200;2.701174;0.979954;11.149932;0.751162;
2.09498;1.076446;1.081078;0.877710;0.881487;0.001246;2.847736;1.004303;1.372962;23.901678;11.201978;2390.167765;1120.197834;0.978651;26.972426;2.716244;0.978651;11.201978;0.754078;
2.10095;1.082974;1.087447;0.878716;0.882346;0.001257;2.873008;1.004131;1.380871;24.041714;11.252171;2404.171388;1125.217112;0.977387;27.158827;2.730852;0.977387;11.252171;0.756879;
2.10692;1.089193;1.093500;0.879749;0.883228;0.001267;2.897423;1.003954;1.388454;24.174763;11.300437;2417.476302;1130.043730;0.976166;27.337198;2.744978;0.976166;11.300437;0.759563;
2.1129;1.095102;1.099234;0.880807;0.884131;0.001278;2.920919;1.003774;1.395701;24.300805;11.346708;2430.080525;1134.670784;0.974991;27.507347;2.758600;0.974991;11.346708;0.762129;
2.11887;1.100700;1.104650;0.881890;0.885055;0.001287;2.943434;1.003589;1.402606;24.419830;11.390918;2441.982991;1139.091803;0.973866;27.669093;2.771699;0.973866;11.390918;0.764575;
2.12484;1.105986;1.109747;0.882994;0.885997;0.001297;2.964909;1.003401;1.409162;24.531834;11.433007;2453.183447;1143.300749;0.972792;27.822268;2.784258;0.972792;11.433007;0.766901;
2.13081;1.110961;1.114526;0.884119;0.886956;0.001306;2.985288;1.003209;1.415360;24.636823;11.472920;2463.682347;1147.292012;0.971773;27.966714;2.796258;0.971773;11.472920;0.769104;
2.13678;1.115623;1.118986;0.885262;0.887931;0.001314;3.004515;1.003014;1.421196;24.734808;11.510604;2473.480755;1151.060410;0.970812;28.102289;2.807683;0.970812;11.510604;0.771185;
2.14276;1.119974;1.123128;0.886423;0.888920;0.001322;3.022539;1.002816;1.426664;24.825802;11.546012;2482.580245;1154.601183;0.969910;28.228858;2.818517;0.969910;11.546012;0.773143;
2.14873;1.124013;1.126954;0.887600;0.889922;0.001329;3.039310;1.002616;1.431758;24.909828;11.579100;2490.982800;1157.909988;0.969072;28.346301;2.828747;0.969072;11.579100;0.774976;
2.1547;1.127742;1.130463;0.888791;0.890935;0.001336;3.054784;1.002413;1.436474;24.986907;11.609829;2498.690725;1160.982894;0.968298;28.454508;2.838359;0.968298;11.609829;0.776685;
2.16067;1.131160;1.133658;0.889994;0.891959;0.001342;3.068917;1.002208;1.440808;25.057066;11.638164;2505.706559;1163.816380;0.967592;28.553380;2.847340;0.967592;11.638164;0.778270;
2.16664;1.134268;1.136539;0.891207;0.892991;0.001348;3.081669;1.002002;1.444757;25.120330;11.664073;2512.032991;1166.407323;0.966954;28.642830;2.855679;0.966954;11.664073;0.779731;
2.17262;1.137068;1.139107;0.892430;0.894031;0.001353;3.093007;1.001794;1.448317;25.176728;11.687530;2517.672788;1168.752999;0.966387;28.722780;2.863367;0.966387;11.687530;0.781067;
2.17859;1.139559;1.141365;0.893661;0.895077;0.001357;3.102897;1.001585;1.451485;25.226287;11.708511;2522.628721;1170.851073;0.965892;28.793166;2.870393;0.965892;11.708511;0.782280;
2.19053;1.143619;1.144950;0.896137;0.897180;0.001364;3.118204;1.001164;1.456640;25.304990;11.742981;2530.499020;1174.298100;0.965127;28.904955;2.882424;0.965127;11.742981;0.784335;
2.20248;1.146452;1.147303;0.898624;0.899290;0.001368;3.127464;1.000742;1.460215;25.356645;11.767361;2535.664540;1176.736106;0.964664;28.978039;2.891724;0.964664;11.767361;0.785900;
2.21442;1.148066;1.148434;0.901110;0.901398;0.001369;3.130566;1.000320;1.462208;25.381481;11.781611;2538.148136;1178.161103;0.964509;29.012275;2.898261;0.964509;11.781611;0.786981;
2.22636;1.148463;1.148349;0.903583;0.903494;0.001368;3.127471;0.999901;1.462625;25.379642;11.785743;2537.964246;1178.574287;0.964664;29.007696;2.902013;0.964664;11.785743;0.787585;
2.23831;1.147643;1.147054;0.906032;0.905567;0.001364;3.118213;0.999487;1.461480;25.351228;11.779826;2535.122830;1177.982639;0.965127;28.964498;2.902974;0.965127;11.779826;0.787719;
2.25025;1.145607;1.144551;0.908443;0.907606;0.001357;3.102891;0.999079;1.458794;25.296304;11.763989;2529.630443;1176.398941;0.965893;28.883050;2.901154;0.965893;11.763989;0.787392;
2.26219;1.142352;1.140843;0.910806;0.909603;0.001348;3.081673;0.998679;1.454595;25.214914;11.738418;2521.491387;1173.841763;0.966954;28.763892;2.896578;0.966954;11.738418;0.786614;
2.27294;1.138379;1.136476;0.912882;0.911356;0.001337;3.057719;0.998329;1.449551;25.119045;11.707272;2511.904509;1170.727164;0.968151;28.624958;2.890136;0.968151;11.707272;0.785535;
2.28369;1.133416;1.131136;0.914899;0.913059;0.001325;3.029392;0.997988;1.443340;25.001784;11.668649;2500.178408;1166.864887;0.969568;28.456699;2.881535;0.969568;11.668649;0.784107;
2.29337;1.128103;1.125499;0.916659;0.914543;0.001312;3.000362;0.997691;1.436782;24.877988;11.627701;2487.798817;1162.770130;0.971019;28.280804;2.871990;0.971019;11.627701;0.782528;
2.30304;1.121991;1.119079;0.918359;0.915976;0.001298;2.968206;0.997405;1.429337;24.736986;11.581115;2473.698583;1158.111491;0.972627;28.082445;2.860784;0.972627;11.581115;0.780679;
2.31175;1.115809;1.112636;0.919833;0.917217;0.001285;2.936779;0.997157;1.421905;24.595436;11.534555;2459.543605;1153.455484;0.974198;27.885299;2.849319;0.974198;11.534555;0.778790;
2.32046;1.108986;1.105568;0.921249;0.918410;0.001270;2.903192;0.996918;1.413808;24.440146;11.483806;2444.014603;1148.380569;0.975878;27.671168;2.836594;0.975878;11.483806;0.776692;
2.32916;1.101530;1.097884;0.922603;0.919549;0.001254;2.867645;0.996690;1.405073;24.271275;11.429073;2427.127536;1142.907259;0.977655;27.440730;2.822657;0.977655;11.429073;0.774391;
2.33787;1.093449;1.089593;0.923890;0.920632;0.001238;2.830343;0.996474;1.395731;24.089028;11.370575;2408.902801;1137.057488;0.979520;27.194721;2.807561;0.979520;11.370575;0.771894;
2.34571;1.085649;1.081621;0.924988;0.921555;0.001223;2.795442;0.996289;1.386828;23.913750;11.314894;2391.375039;1131.489408;0.981265;26.960616;2.793028;0.981265;11.314894;0.769484;
2.35354;1.077362;1.073176;0.926026;0.922428;0.001207;2.759455;0.996114;1.377483;23.728063;11.256529;2372.806259;1125.652912;0.983065;26.715151;2.777646;0.983065;11.256529;0.766925;
2.36138;1.068599;1.064272;0.927001;0.923247;0.001191;2.722547;0.995951;1.367722;23.532239;11.195667;2353.223880;1119.566740;0.984910;26.458991;2.761464;0.984910;11.195667;0.764221;
2.36922;1.059375;1.054924;0.927910;0.924011;0.001174;2.684887;0.995798;1.357572;23.326596;11.132503;2332.659596;1113.250317;0.986793;26.192837;2.744531;0.986793;11.132503;0.761380;
2.37705;1.049706;1.045147;0.928751;0.924717;0.001158;2.646641;0.995657;1.347060;23.111498;11.067237;2311.149841;1106.723694;0.988705;25.917427;2.726900;0.988705;11.067237;0.758406;
2.38489;1.039612;1.034962;0.929520;0.925363;0.001141;2.607979;0.995527;1.336215;22.887361;11.000075;2288.736052;1100.007473;0.990638;25.633531;2.708627;0.990638;11.000075;0.755306;
2.39194;1.030178;1.025462;0.930150;0.925892;0.001125;2.572959;0.995422;1.326194;22.678264;10.938175;2267.826350;1093.817550;0.992389;25.371403;2.691676;0.992389;10.938175;0.752414;
2.399;1.020433;1.015664;0.930719;0.926369;0.001110;2.537857;0.995326;1.315950;22.462584;10.875068;2246.258409;1087.506765;0.994144;25.103657;2.674294;0.994144;10.875068;0.749429;
2.40605;1.010397;1.005588;0.931226;0.926795;0.001095;2.502790;0.995241;1.305506;22.240743;10.810907;2224.074271;1081.090740;0.995898;24.830927;2.656526;0.995898;10.810907;0.746358;
2.4131;1.000088;0.995255;0.931669;0.927166;0.001079;2.467874;0.995167;1.294885;22.013185;10.745854;2201.318512;1074.585428;0.997644;24.553862;2.638415;0.997644;10.745854;0.743207;
2.42015;0.989530;0.984685;0.932047;0.927483;0.001064;2.433219;0.995103;1.284112;21.780392;10.680068;2178.039179;1068.006806;0.999376;24.273125;2.620010;0.999376;10.680068;0.739980;
2.42721;0.978746;0.973903;0.932358;0.927744;0.001049;2.398933;0.995051;1.273211;21.542876;10.613708;2154.287568;1061.370833;1.001091;23.989395;2.601356;1.001091;10.613708;0.736684;
2.43426;0.967761;0.962933;0.932603;0.927950;0.001035;2.365120;0.995010;1.262207;21.301181;10.546934;2130.118138;1054.693407;1.002781;23.703360;2.582502;1.002781;10.546934;0.733326;
2.44131;0.956602;0.951801;0.932780;0.928098;0.001020;2.331876;0.994980;1.251125;21.055883;10.479903;2105.588345;1047.990291;1.004444;23.415720;2.563495;1.004444;10.479903;0.729912;
2.44837;0.945296;0.940534;0.932889;0.928189;0.001006;2.299294;0.994962;1.239989;20.807584;10.412771;2080.758432;1041.277066;1.006073;23.127180;2.544384;1.006073;10.412771;0.726450;
2.45542;0.933873;0.929162;0.932929;0.928223;0.000992;2.267459;0.994956;1.228826;20.556912;10.345691;2055.691195;1034.569066;1.007664;22.838451;2.525216;1.007664;10.345691;0.722945;
2.46247;0.922362;0.917713;0.932900;0.928198;0.000978;2.236452;0.994960;1.217661;20.304517;10.278813;2030.451704;1027.881336;1.009215;22.550244;2.506039;1.009215;10.278813;0.719405;
2.46952;0.910794;0.906219;0.932802;0.928116;0.000965;2.206345;0.994977;1.206519;20.051070;10.212286;2005.107006;1021.228574;1.010720;22.263270;2.486900;1.010720;10.212286;0.715839;
2.47658;0.899201;0.894709;0.932636;0.927977;0.000952;2.177205;0.995005;1.195426;19.797258;10.146251;1979.725796;1014.625094;1.012177;21.978236;2.467847;1.012177;10.146251;0.712254;
2.48363;0.887615;0.883216;0.932401;0.927780;0.000940;2.149092;0.995044;1.184408;19.543781;10.080848;1954.378070;1008.084786;1.013583;21.695843;2.448926;1.013583;10.080848;0.708657;
2.49068;0.876070;0.871773;0.932098;0.927526;0.000928;2.122058;0.995095;1.173490;19.291348;10.016211;1929.134763;1001.621078;1.014934;21.416781;2.430182;1.014934;10.016211;0.705057;
2.49773;0.864597;0.860410;0.931728;0.927216;0.000917;2.096148;0.995157;1.162697;19.040674;9.952469;1904.067369;995.246911;1.016230;21.141731;2.411659;1.016230;9.952469;0.701462;
2.50479;0.853231;0.849161;0.931293;0.926850;0.000906;2.071401;0.995230;1.152053;18.792476;9.889747;1879.247556;988.974715;1.017467;20.871355;2.393399;1.017467;9.889747;0.697881;
